"site_name","plot","Longitude","Latitude","date"
"VAJRR","0009",-77.1292200001583,37.2803000001608,"2026-04-16T14:01:59.000000Z"
"CATCU","0009",-120.218785515352,38.256125447906,"2026-07-01T11:16:06.000000Z"
"NJPIP","0009",-74.594121,39.918986,"2026-07-01T05:42:05.000000Z"
"WAOWF","0009",-120.7734518,47.28408062,"2026-04-16T14:01:45.000000Z"
"CORMP","0009",-105.571213,40.366442,"2026-07-01T05:15:04.000000Z"
"CALNU","0009",-122.415383810866,38.5744088377425,"2026-07-01T11:17:06.000000Z"
"GACHF","0009",-83.6781639,33.0620145,"2026-07-01T11:14:05.000000Z"
"CODSP","0009",-109.032689368197,40.4757695364716,"2026-07-01T11:13:05.000000Z"
"MIHIF","0009",-84.901321,46.2986720000001,"2026-07-01T05:27:06.000000Z"
"TXBAR","0009",-98.049161341164,30.6525946298307,"2026-04-16T14:01:38.000000Z"
"CAYNP","0009",-119.723379126392,37.6575625137899,"2026-07-01T03:24:07.000000Z"
"ALMLR","0009",-85.7574111062754,33.7161071949257,"2026-06-30T15:04:06.000000Z"
"CASWR","0009",-122.174966,39.4111860000001,"2026-07-01T03:28:07.000000Z"
"AZSAP","0009",-110.539712278701,32.0293015981632,"2026-07-10T05:13:04.000000Z"
"MSMSR","0009",-88.8151999999753,30.4654999996952,"2026-06-30T21:01:05.000000Z"
"WATBR","0009",-117.600566335884,47.4397551118327,"2026-04-16T14:01:20.000000Z"
"WASES","0009",-120.8390021,47.3309903,"2026-04-16T14:01:44.000000Z"
"MDBWR","0009",-76.2571690115289,38.4610335234508,"2026-07-01T05:21:06.000000Z"
"GAHSR","0009",-81.2716933335691,31.6441316669092,"2026-07-01T05:20:06.000000Z"
"CAAEU","0009",-120.103169474358,38.9929507994113,"2026-07-01T05:41:05.000000Z"
